character	allegiance	episode	episodes
Tyrion Lannister	Unknown	1	46
Tyrion Lannister	Unknown	2	46
Tyrion Lannister	Unknown	3	46
Tyrion Lannister	Unknown	4	46
Tyrion Lannister	Unknown	5	46
Tyrion Lannister	Unknown	6	46
Tyrion Lannister	Unknown	8	46
Tyrion Lannister	Unknown	9	46
Tyrion Lannister	Unknown	10	46
Tyrion Lannister	Unknown	11	46
Tyrion Lannister	Unknown	12	46
Tyrion Lannister	Unknown	13	46
Tyrion Lannister	Unknown	14	46
Tyrion Lannister	Unknown	15	46
Tyrion Lannister	Unknown	16	46
Tyrion Lannister	Unknown	17	46
Tyrion Lannister	Unknown	18	46
Tyrion Lannister	Unknown	19	46
Tyrion Lannister	Unknown	20	46
Tyrion Lannister	Unknown	21	46
Tyrion Lannister	Unknown	22	46
Tyrion Lannister	Unknown	23	46
Tyrion Lannister	Unknown	24	46
Tyrion Lannister	Unknown	25	46
Tyrion Lannister	Unknown	26	46
Tyrion Lannister	Unknown	27	46
Tyrion Lannister	Unknown	28	46
Tyrion Lannister	Unknown	30	46
Tyrion Lannister	Unknown	31	46
Tyrion Lannister	Unknown	32	46
Tyrion Lannister	Unknown	33	46
Tyrion Lannister	Unknown	34	46
Tyrion Lannister	Unknown	36	46
Tyrion Lannister	Unknown	37	46
Tyrion Lannister	Unknown	38	46
Tyrion Lannister	Unknown	40	46
Tyrion Lannister	Unknown	41	46
Tyrion Lannister	Unknown	42	46
Tyrion Lannister	Unknown	43	46
Tyrion Lannister	Unknown	44	46
Tyrion Lannister	Unknown	45	46
Tyrion Lannister	Unknown	46	46
Tyrion Lannister	Unknown	47	46
Tyrion Lannister	Unknown	48	46
Tyrion Lannister	Unknown	49	46
Tyrion Lannister	Unknown	50	46
Cersei Lannister	Unknown	1	44
Cersei Lannister	Unknown	2	44
Cersei Lannister	Unknown	3	44
Cersei Lannister	Unknown	4	44
Cersei Lannister	Unknown	5	44
Cersei Lannister	Unknown	6	44
Cersei Lannister	Unknown	7	44
Cersei Lannister	Unknown	8	44
Cersei Lannister	Unknown	9	44
Cersei Lannister	Unknown	10	44
Cersei Lannister	Unknown	11	44
Cersei Lannister	Unknown	12	44
Cersei Lannister	Unknown	13	44
Cersei Lannister	Unknown	15	44
Cersei Lannister	Unknown	16	44
Cersei Lannister	Unknown	17	44
Cersei Lannister	Unknown	18	44
Cersei Lannister	Unknown	19	44
Cersei Lannister	Unknown	20	44
Cersei Lannister	Unknown	21	44
Cersei Lannister	Unknown	22	44
Cersei Lannister	Unknown	23	44
Cersei Lannister	Unknown	24	44
Cersei Lannister	Unknown	25	44
Cersei Lannister	Unknown	26	44
Cersei Lannister	Unknown	28	44
Cersei Lannister	Unknown	30	44
Cersei Lannister	Unknown	31	44
Cersei Lannister	Unknown	32	44
Cersei Lannister	Unknown	33	44
Cersei Lannister	Unknown	34	44
Cersei Lannister	Unknown	35	44
Cersei Lannister	Unknown	36	44
Cersei Lannister	Unknown	37	44
Cersei Lannister	Unknown	38	44
Cersei Lannister	Unknown	40	44
Cersei Lannister	Unknown	41	44
Cersei Lannister	Unknown	42	44
Cersei Lannister	Unknown	43	44
Cersei Lannister	Unknown	44	44
Cersei Lannister	Unknown	46	44
Cersei Lannister	Unknown	47	44
Cersei Lannister	Unknown	48	44
Cersei Lannister	Unknown	50	44
Daenerys Targaryen	Unknown	1	41
Jon Snow	Unknown	1	41
Daenerys Targaryen	Unknown	2	41
Jon Snow	Unknown	2	41
Daenerys Targaryen	Unknown	3	41
Jon Snow	Unknown	3	41
Daenerys Targaryen	Unknown	4	41
Jon Snow	Unknown	4	41
Daenerys Targaryen	Unknown	6	41
Daenerys Targaryen	Unknown	7	41
Jon Snow	Unknown	7	41
Daenerys Targaryen	Unknown	8	41
Jon Snow	Unknown	8	41
Daenerys Targaryen	Unknown	9	41
Jon Snow	Unknown	9	41
Daenerys Targaryen	Unknown	10	41
Jon Snow	Unknown	10	41
Daenerys Targaryen	Unknown	11	41
Jon Snow	Unknown	11	41
Daenerys Targaryen	Unknown	12	41
Jon Snow	Unknown	12	41
Jon Snow	Unknown	13	41
Daenerys Targaryen	Unknown	14	41
Daenerys Targaryen	Unknown	15	41
Jon Snow	Unknown	15	41
Daenerys Targaryen	Unknown	16	41
Jon Snow	Unknown	16	41
Daenerys Targaryen	Unknown	17	41
Jon Snow	Unknown	17	41
Daenerys Targaryen	Unknown	18	41
Jon Snow	Unknown	18	41
Daenerys Targaryen	Unknown	20	41
Jon Snow	Unknown	20	41
Daenerys Targaryen	Unknown	21	41
Jon Snow	Unknown	21	41
Jon Snow	Unknown	22	41
Daenerys Targaryen	Unknown	23	41
Jon Snow	Unknown	23	41
Daenerys Targaryen	Unknown	24	41
Daenerys Targaryen	Unknown	25	41
Jon Snow	Unknown	25	41
Jon Snow	Unknown	26	41
Daenerys Targaryen	Unknown	27	41
Jon Snow	Unknown	27	41
Daenerys Targaryen	Unknown	28	41
Daenerys Targaryen	Unknown	29	41
Jon Snow	Unknown	29	41
Daenerys Targaryen	Unknown	30	41
Jon Snow	Unknown	30	41
Daenerys Targaryen	Unknown	31	41
Jon Snow	Unknown	31	41
Daenerys Targaryen	Unknown	33	41
Jon Snow	Unknown	33	41
Daenerys Targaryen	Unknown	34	41
Jon Snow	Unknown	34	41
Daenerys Targaryen	Unknown	35	41
Jon Snow	Unknown	35	41
Daenerys Targaryen	Unknown	36	41
Daenerys Targaryen	Unknown	37	41
Jon Snow	Unknown	37	41
Daenerys Targaryen	Unknown	38	41
Jon Snow	Unknown	38	41
Jon Snow	Unknown	39	41
Daenerys Targaryen	Unknown	40	41
Jon Snow	Unknown	40	41
Daenerys Targaryen	Unknown	41	41
Jon Snow	Unknown	41	41
Daenerys Targaryen	Unknown	42	41
Jon Snow	Unknown	42	41
Jon Snow	Unknown	43	41
Daenerys Targaryen	Unknown	44	41
Jon Snow	Unknown	44	41
Daenerys Targaryen	Unknown	45	41
Jon Snow	Unknown	45	41
Daenerys Targaryen	Unknown	47	41
Jon Snow	Unknown	47	41
Daenerys Targaryen	Unknown	48	41
Jon Snow	Unknown	48	41
Daenerys Targaryen	Unknown	49	41
Jon Snow	Unknown	49	41
Daenerys Targaryen	Unknown	50	41
Jon Snow	Unknown	50	41
Sansa Stark	Unknown	1	40
Sansa Stark	Unknown	2	40
Sansa Stark	Unknown	3	40
Sansa Stark	Unknown	4	40
Sansa Stark	Unknown	5	40
Sansa Stark	Unknown	6	40
Sansa Stark	Unknown	8	40
Sansa Stark	Unknown	9	40
Sansa Stark	Unknown	10	40
Sansa Stark	Unknown	11	40
Sansa Stark	Unknown	13	40
Sansa Stark	Unknown	14	40
Sansa Stark	Unknown	16	40
Sansa Stark	Unknown	17	40
Sansa Stark	Unknown	19	40
Sansa Stark	Unknown	20	40
Sansa Stark	Unknown	21	40
Sansa Stark	Unknown	22	40
Sansa Stark	Unknown	24	40
Sansa Stark	Unknown	25	40
Sansa Stark	Unknown	26	40
Sansa Stark	Unknown	27	40
Sansa Stark	Unknown	28	40
Sansa Stark	Unknown	30	40
Sansa Stark	Unknown	31	40
Sansa Stark	Unknown	32	40
Sansa Stark	Unknown	33	40
Sansa Stark	Unknown	34	40
Sansa Stark	Unknown	35	40
Sansa Stark	Unknown	37	40
Sansa Stark	Unknown	38	40
Sansa Stark	Unknown	41	40
Sansa Stark	Unknown	42	40
Sansa Stark	Unknown	43	40
Sansa Stark	Unknown	44	40
Sansa Stark	Unknown	45	40
Sansa Stark	Unknown	46	40
Sansa Stark	Unknown	47	40
Sansa Stark	Unknown	48	40
Sansa Stark	Unknown	50	40
Jorah Mormont	Unknown	1	39
Arya Stark	Unknown	1	39
Jorah Mormont	Unknown	2	39
Arya Stark	Unknown	2	39
Jorah Mormont	Unknown	3	39
Arya Stark	Unknown	3	39
Jorah Mormont	Unknown	4	39
Arya Stark	Unknown	4	39
Arya Stark	Unknown	5	39
Jorah Mormont	Unknown	6	39
Arya Stark	Unknown	6	39
Jorah Mormont	Unknown	7	39
Jorah Mormont	Unknown	8	39
Arya Stark	Unknown	8	39
Jorah Mormont	Unknown	9	39
Arya Stark	Unknown	9	39
Jorah Mormont	Unknown	10	39
Arya Stark	Unknown	10	39
Jorah Mormont	Unknown	11	39
Arya Stark	Unknown	11	39
Jorah Mormont	Unknown	12	39
Arya Stark	Unknown	12	39
Arya Stark	Unknown	13	39
Jorah Mormont	Unknown	14	39
Arya Stark	Unknown	14	39
Jorah Mormont	Unknown	15	39
Arya Stark	Unknown	15	39
Arya Stark	Unknown	16	39
Jorah Mormont	Unknown	17	39
Arya Stark	Unknown	17	39
Jorah Mormont	Unknown	18	39
Arya Stark	Unknown	18	39
Jorah Mormont	Unknown	20	39
Arya Stark	Unknown	20	39
Jorah Mormont	Unknown	21	39
Arya Stark	Unknown	22	39
Jorah Mormont	Unknown	23	39
Arya Stark	Unknown	23	39
Jorah Mormont	Unknown	24	39
Arya Stark	Unknown	24	39
Jorah Mormont	Unknown	25	39
Arya Stark	Unknown	25	39
Arya Stark	Unknown	26	39
Jorah Mormont	Unknown	27	39
Arya Stark	Unknown	27	39
Jorah Mormont	Unknown	28	39
Arya Stark	Unknown	28	39
Jorah Mormont	Unknown	29	39
Arya Stark	Unknown	29	39
Jorah Mormont	Unknown	30	39
Arya Stark	Unknown	30	39
Arya Stark	Unknown	31	39
Jorah Mormont	Unknown	31	39
Arya Stark	Unknown	33	39
Jorah Mormont	Unknown	33	39
Jorah Mormont	Unknown	34	39
Arya Stark	Unknown	35	39
Jorah Mormont	Unknown	35	39
Jorah Mormont	Unknown	36	39
Arya Stark	Unknown	37	39
Jorah Mormont	Unknown	37	39
Arya Stark	Unknown	38	39
Jorah Mormont	Unknown	38	39
Arya Stark	Unknown	40	39
Arya Stark	Unknown	42	39
Arya Stark	Unknown	43	39
Jorah Mormont	Unknown	43	39
Jorah Mormont	Unknown	44	39
Jorah Mormont	Unknown	45	39
Arya Stark	Unknown	46	39
Jorah Mormont	Unknown	46	39
Jorah Mormont	Unknown	47	39
Arya Stark	Unknown	48	39
Jorah Mormont	Unknown	48	39
Arya Stark	Unknown	49	39
Jorah Mormont	Unknown	49	39
Arya Stark	Unknown	50	39
Jorah Mormont	Unknown	50	39
Jaime Lannister	Unknown	1	35
Jaime Lannister	Unknown	2	35
Jaime Lannister	Unknown	3	35
Jaime Lannister	Unknown	4	35
Samwell Tarly	Unknown	4	35
Jaime Lannister	Unknown	5	35
Jaime Lannister	Unknown	7	35
Samwell Tarly	Unknown	7	35
Samwell Tarly	Unknown	8	35
Jaime Lannister	Unknown	9	35
Samwell Tarly	Unknown	9	35
Jaime Lannister	Unknown	10	35
Samwell Tarly	Unknown	10	35
Jaime Lannister	Unknown	11	35
Samwell Tarly	Unknown	11	35
Samwell Tarly	Unknown	12	35
Samwell Tarly	Unknown	13	35
Samwell Tarly	Unknown	15	35
Jaime Lannister	Unknown	17	35
Jaime Lannister	Unknown	18	35
Samwell Tarly	Unknown	18	35
Jaime Lannister	Unknown	20	35
Samwell Tarly	Unknown	20	35
Samwell Tarly	Unknown	21	35
Jaime Lannister	Unknown	22	35
Samwell Tarly	Unknown	22	35
Jaime Lannister	Unknown	23	35
Samwell Tarly	Unknown	23	35
Jaime Lannister	Unknown	24	35
Samwell Tarly	Unknown	24	35
Jaime Lannister	Unknown	25	35
Jaime Lannister	Unknown	26	35
Samwell Tarly	Unknown	26	35
Jaime Lannister	Unknown	27	35
Samwell Tarly	Unknown	28	35
Samwell Tarly	Unknown	29	35
Jaime Lannister	Unknown	30	35
Samwell Tarly	Unknown	30	35
Jaime Lannister	Unknown	31	35
Samwell Tarly	Unknown	31	35
Jaime Lannister	Unknown	32	35
Jaime Lannister	Unknown	33	35
Samwell Tarly	Unknown	33	35
Jaime Lannister	Unknown	34	35
Samwell Tarly	Unknown	34	35
Jaime Lannister	Unknown	35	35
Jaime Lannister	Unknown	36	35
Jaime Lannister	Unknown	37	35
Samwell Tarly	Unknown	37	35
Jaime Lannister	Unknown	38	35
Samwell Tarly	Unknown	38	35
Samwell Tarly	Unknown	39	35
Jaime Lannister	Unknown	40	35
Samwell Tarly	Unknown	40	35
Jaime Lannister	Unknown	41	35
Samwell Tarly	Unknown	41	35
Jaime Lannister	Unknown	42	35
Samwell Tarly	Unknown	42	35
Samwell Tarly	Unknown	43	35
Jaime Lannister	Unknown	44	35
Samwell Tarly	Unknown	44	35
Samwell Tarly	Unknown	45	35
Jaime Lannister	Unknown	46	35
Jaime Lannister	Unknown	47	35
Samwell Tarly	Unknown	47	35
Samwell Tarly	Unknown	48	35
Jaime Lannister	Unknown	49	35
Samwell Tarly	Unknown	49	35
Jaime Lannister	Unknown	50	35
Samwell Tarly	Unknown	50	35
Theon Greyjoy	Unknown	1	32
Theon Greyjoy	Unknown	2	32
Theon Greyjoy	Unknown	4	32
Theon Greyjoy	Unknown	5	32
Theon Greyjoy	Unknown	6	32
Theon Greyjoy	Unknown	7	32
Theon Greyjoy	Unknown	8	32
Theon Greyjoy	Unknown	9	32
Theon Greyjoy	Unknown	10	32
Theon Greyjoy	Unknown	11	32
Theon Greyjoy	Unknown	12	32
Theon Greyjoy	Unknown	13	32
Theon Greyjoy	Unknown	15	32
Theon Greyjoy	Unknown	16	32
Theon Greyjoy	Unknown	17	32
Theon Greyjoy	Unknown	18	32
Theon Greyjoy	Unknown	20	32
Theon Greyjoy	Unknown	22	32
Theon Greyjoy	Unknown	23	32
Theon Greyjoy	Unknown	24	32
Theon Greyjoy	Unknown	26	32
Theon Greyjoy	Unknown	27	32
Theon Greyjoy	Unknown	30	32
Theon Greyjoy	Unknown	32	32
Theon Greyjoy	Unknown	36	32
Theon Greyjoy	Unknown	38	32
Theon Greyjoy	Unknown	43	32
Theon Greyjoy	Unknown	45	32
Theon Greyjoy	Unknown	46	32
Theon Greyjoy	Unknown	47	32
Theon Greyjoy	Unknown	48	32
Theon Greyjoy	Unknown	50	32
Petyr 'Littlefinger' Baelish	Unknown	3	30
Petyr 'Littlefinger' Baelish	Unknown	4	30
Petyr 'Littlefinger' Baelish	Unknown	5	30
Petyr 'Littlefinger' Baelish	Unknown	6	30
Petyr 'Littlefinger' Baelish	Unknown	7	30
Petyr 'Littlefinger' Baelish	Unknown	8	30
Petyr 'Littlefinger' Baelish	Unknown	9	30
Petyr 'Littlefinger' Baelish	Unknown	10	30
Petyr 'Littlefinger' Baelish	Unknown	11	30
Petyr 'Littlefinger' Baelish	Unknown	12	30
Petyr 'Littlefinger' Baelish	Unknown	13	30
Petyr 'Littlefinger' Baelish	Unknown	14	30
Petyr 'Littlefinger' Baelish	Unknown	15	30
Petyr 'Littlefinger' Baelish	Unknown	16	30
Petyr 'Littlefinger' Baelish	Unknown	20	30
Petyr 'Littlefinger' Baelish	Unknown	21	30
Petyr 'Littlefinger' Baelish	Unknown	23	30
Petyr 'Littlefinger' Baelish	Unknown	25	30
Petyr 'Littlefinger' Baelish	Unknown	26	30
Petyr 'Littlefinger' Baelish	Unknown	33	30
Petyr 'Littlefinger' Baelish	Unknown	34	30
Petyr 'Littlefinger' Baelish	Unknown	35	30
Petyr 'Littlefinger' Baelish	Unknown	37	30
Petyr 'Littlefinger' Baelish	Unknown	38	30
Petyr 'Littlefinger' Baelish	Unknown	41	30
Petyr 'Littlefinger' Baelish	Unknown	42	30
Petyr 'Littlefinger' Baelish	Unknown	43	30
Petyr 'Littlefinger' Baelish	Unknown	44	30
Petyr 'Littlefinger' Baelish	Unknown	46	30
Petyr 'Littlefinger' Baelish	Unknown	47	30
Sandor 'The Hound' Clegane	Unknown	1	27
Sandor 'The Hound' Clegane	Unknown	2	27
Grand Maester Pycelle	Unknown	3	27
Sandor 'The Hound' Clegane	Unknown	4	27
Grand Maester Pycelle	Unknown	4	27
Sandor 'The Hound' Clegane	Unknown	5	27
Grand Maester Pycelle	Unknown	5	27
Grand Maester Pycelle	Unknown	6	27
Sandor 'The Hound' Clegane	Unknown	7	27
Tywin Lannister	Unknown	7	27
Grand Maester Pycelle	Unknown	7	27
Sandor 'The Hound' Clegane	Unknown	8	27
Tywin Lannister	Unknown	8	27
Grand Maester Pycelle	Unknown	8	27
Sandor 'The Hound' Clegane	Unknown	9	27
Tywin Lannister	Unknown	9	27
Grand Maester Pycelle	Unknown	9	27
Sandor 'The Hound' Clegane	Unknown	10	27
Tywin Lannister	Unknown	10	27
Grand Maester Pycelle	Unknown	10	27
Sandor 'The Hound' Clegane	Unknown	11	27
Grand Maester Pycelle	Unknown	11	27
Grand Maester Pycelle	Unknown	12	27
Grand Maester Pycelle	Unknown	13	27
Tywin Lannister	Unknown	14	27
Sandor 'The Hound' Clegane	Unknown	14	27
Tywin Lannister	Unknown	15	27
Tywin Lannister	Unknown	16	27
Sandor 'The Hound' Clegane	Unknown	16	27
Tywin Lannister	Unknown	17	27
Sandor 'The Hound' Clegane	Unknown	17	27
Tywin Lannister	Unknown	18	27
Tywin Lannister	Unknown	19	27
Sandor 'The Hound' Clegane	Unknown	19	27
Grand Maester Pycelle	Unknown	19	27
Tywin Lannister	Unknown	20	27
Grand Maester Pycelle	Unknown	20	27
Tywin Lannister	Unknown	21	27
Sandor 'The Hound' Clegane	Unknown	22	27
Tywin Lannister	Unknown	23	27
Sandor 'The Hound' Clegane	Unknown	23	27
Grand Maester Pycelle	Unknown	23	27
Tywin Lannister	Unknown	24	27
Sandor 'The Hound' Clegane	Unknown	24	27
Tywin Lannister	Unknown	25	27
Sandor 'The Hound' Clegane	Unknown	25	27
Tywin Lannister	Unknown	26	27
Tywin Lannister	Unknown	27	27
Sandor 'The Hound' Clegane	Unknown	27	27
Tywin Lannister	Unknown	28	27
Sandor 'The Hound' Clegane	Unknown	28	27
Grand Maester Pycelle	Unknown	28	27
Sandor 'The Hound' Clegane	Unknown	29	27
Tywin Lannister	Unknown	30	27
Sandor 'The Hound' Clegane	Unknown	30	27
Grand Maester Pycelle	Unknown	30	27
Tywin Lannister	Unknown	31	27
Sandor 'The Hound' Clegane	Unknown	31	27
Tywin Lannister	Unknown	32	27
Grand Maester Pycelle	Unknown	32	27
Tywin Lannister	Unknown	33	27
Sandor 'The Hound' Clegane	Unknown	33	27
Grand Maester Pycelle	Unknown	33	27
Tywin Lannister	Unknown	35	27
Sandor 'The Hound' Clegane	Unknown	35	27
Grand Maester Pycelle	Unknown	35	27
Tywin Lannister	Unknown	36	27
Grand Maester Pycelle	Unknown	36	27
Sandor 'The Hound' Clegane	Unknown	37	27
Tywin Lannister	Unknown	38	27
Sandor 'The Hound' Clegane	Unknown	38	27
Grand Maester Pycelle	Unknown	38	27
Tywin Lannister	Unknown	40	27
Sandor 'The Hound' Clegane	Unknown	40	27
Grand Maester Pycelle	Unknown	40	27
Tywin Lannister	Unknown	41	27
Grand Maester Pycelle	Unknown	41	27
Grand Maester Pycelle	Unknown	42	27
Grand Maester Pycelle	Unknown	43	27
Grand Maester Pycelle	Unknown	44	27
Grand Maester Pycelle	Unknown	50	27
Joffrey Baratheon	Unknown	1	26
Joffrey Baratheon	Unknown	2	26
Joffrey Baratheon	Unknown	3	26
Lord Varys	Unknown	3	26
Joffrey Baratheon	Unknown	4	26
Lord Varys	Unknown	4	26
Bronn	Unknown	4	26
Joffrey Baratheon	Unknown	5	26
Lord Varys	Unknown	5	26
Bronn	Unknown	5	26
Joffrey Baratheon	Unknown	6	26
Bronn	Unknown	6	26
Joffrey Baratheon	Unknown	7	26
Lord Varys	Unknown	7	26
Joffrey Baratheon	Unknown	8	26
Lord Varys	Unknown	8	26
Bronn	Unknown	8	26
Joffrey Baratheon	Unknown	9	26
Lord Varys	Unknown	9	26
Bronn	Unknown	9	26
Joffrey Baratheon	Unknown	10	26
Lord Varys	Unknown	10	26
Joffrey Baratheon	Unknown	11	26
Bronn	Unknown	11	26
Lord Varys	Unknown	11	26
Bronn	Unknown	12	26
Lord Varys	Unknown	12	26
Bronn	Unknown	13	26
Lord Varys	Unknown	13	26
Brienne of Tarth	Unknown	13	26
Joffrey Baratheon	Unknown	14	26
Bronn	Unknown	14	26
Brienne of Tarth	Unknown	14	26
Bronn	Unknown	15	26
Brienne of Tarth	Unknown	15	26
Joffrey Baratheon	Unknown	16	26
Brienne of Tarth	Unknown	16	26
Brienne of Tarth	Unknown	17	26
Joffrey Baratheon	Unknown	18	26
Bronn	Unknown	18	26
Lord Varys	Unknown	18	26
Brienne of Tarth	Unknown	18	26
Joffrey Baratheon	Unknown	19	26
Bronn	Unknown	19	26
Lord Varys	Unknown	19	26
Joffrey Baratheon	Unknown	20	26
Lord Varys	Unknown	20	26
Brienne of Tarth	Unknown	20	26
Joffrey Baratheon	Unknown	21	26
Bronn	Unknown	21	26
Joffrey Baratheon	Unknown	22	26
Brienne of Tarth	Unknown	22	26
Lord Varys	Unknown	23	26
Bronn	Unknown	23	26
Brienne of Tarth	Unknown	23	26
Joffrey Baratheon	Unknown	24	26
Lord Varys	Unknown	24	26
Brienne of Tarth	Unknown	24	26
Brienne of Tarth	Unknown	25	26
Joffrey Baratheon	Unknown	26	26
Lord Varys	Unknown	26	26
Brienne of Tarth	Unknown	26	26
Joffrey Baratheon	Unknown	27	26
Bronn	Unknown	27	26
Brienne of Tarth	Unknown	27	26
Joffrey Baratheon	Unknown	28	26
Lord Varys	Unknown	28	26
Bronn	Unknown	28	26
Joffrey Baratheon	Unknown	30	26
Lord Varys	Unknown	30	26
Brienne of Tarth	Unknown	30	26
Joffrey Baratheon	Unknown	31	26
Brienne of Tarth	Unknown	31	26
Bronn	Unknown	31	26
Joffrey Baratheon	Unknown	32	26
Brienne of Tarth	Unknown	32	26
Lord Varys	Unknown	32	26
Bronn	Unknown	32	26
Joffrey Baratheon	Unknown	33	26
Brienne of Tarth	Unknown	34	26
Bronn	Unknown	34	26
Brienne of Tarth	Unknown	35	26
Lord Varys	Unknown	36	26
Brienne of Tarth	Unknown	37	26
Bronn	Unknown	37	26
Lord Varys	Unknown	38	26
Brienne of Tarth	Unknown	40	26
Lord Varys	Unknown	40	26
Lord Varys	Unknown	41	26
Brienne of Tarth	Unknown	41	26
Lord Varys	Unknown	42	26
Bronn	Unknown	42	26
Brienne of Tarth	Unknown	42	26
Lord Varys	Unknown	43	26
Brienne of Tarth	Unknown	43	26
Bronn	Unknown	44	26
Brienne of Tarth	Unknown	45	26
Bronn	Unknown	46	26
Brienne of Tarth	Unknown	47	26
Bronn	Unknown	47	26
Bronn	Unknown	49	26
Lord Varys	Unknown	50	26
Bronn	Unknown	50	26
Brienne of Tarth	Unknown	50	26
Catelyn Stark	Unknown	1	25
Bran Stark	Unknown	1	25
Catelyn Stark	Unknown	2	25
Bran Stark	Unknown	2	25
Catelyn Stark	Unknown	3	25
Bran Stark	Unknown	3	25
Catelyn Stark	Unknown	4	25
Bran Stark	Unknown	4	25
Catelyn Stark	Unknown	5	25
Bran Stark	Unknown	5	25
Catelyn Stark	Unknown	6	25
Bran Stark	Unknown	6	25
Catelyn Stark	Unknown	8	25
Bran Stark	Unknown	8	25
Catelyn Stark	Unknown	9	25
Catelyn Stark	Unknown	10	25
Bran Stark	Unknown	10	25
Catelyn Stark	Unknown	11	25
Bran Stark	Unknown	11	25
Catelyn Stark	Unknown	13	25
Bran Stark	Unknown	13	25
Catelyn Stark	Unknown	14	25
Catelyn Stark	Unknown	15	25
Bran Stark	Unknown	15	25
Catelyn Stark	Unknown	16	25
Bran Stark	Unknown	16	25
Catelyn Stark	Unknown	17	25
Bran Stark	Unknown	17	25
Catelyn Stark	Unknown	18	25
Bran Stark	Unknown	18	25
Catelyn Stark	Unknown	20	25
Bran Stark	Unknown	20	25
Catelyn Stark	Unknown	21	25
Catelyn Stark	Unknown	22	25
Bran Stark	Unknown	22	25
Catelyn Stark	Unknown	23	25
Catelyn Stark	Unknown	24	25
Bran Stark	Unknown	24	25
Catelyn Stark	Unknown	25	25
Catelyn Stark	Unknown	26	25
Bran Stark	Unknown	26	25
Catelyn Stark	Unknown	27	25
Bran Stark	Unknown	27	25
Catelyn Stark	Unknown	29	25
Bran Stark	Unknown	29	25
Bran Stark	Unknown	30	25
Bran Stark	Unknown	32	25
Bran Stark	Unknown	34	25
Bran Stark	Unknown	35	25
Bran Stark	Unknown	40	25
Barristan Selmy	Unknown	3	24
Barristan Selmy	Unknown	4	24
Barristan Selmy	Unknown	5	24
Barristan Selmy	Unknown	6	24
Barristan Selmy	Unknown	7	24
Barristan Selmy	Unknown	8	24
Stannis Baratheon	Unknown	11	24
Eddison Tollett	Unknown	11	24
Stannis Baratheon	Unknown	12	24
Eddison Tollett	Unknown	12	24
Stannis Baratheon	Unknown	14	24
Stannis Baratheon	Unknown	15	24
Eddison Tollett	Unknown	15	24
Stannis Baratheon	Unknown	18	24
Eddison Tollett	Unknown	18	24
Stannis Baratheon	Unknown	19	24
Stannis Baratheon	Unknown	20	24
Eddison Tollett	Unknown	20	24
Stannis Baratheon	Unknown	21	24
Barristan Selmy	Unknown	21	24
Eddison Tollett	Unknown	21	24
Eddison Tollett	Unknown	22	24
Stannis Baratheon	Unknown	23	24
Barristan Selmy	Unknown	23	24
Eddison Tollett	Unknown	23	24
Barristan Selmy	Unknown	24	24
Eddison Tollett	Unknown	24	24
Stannis Baratheon	Unknown	25	24
Barristan Selmy	Unknown	25	24
Barristan Selmy	Unknown	27	24
Stannis Baratheon	Unknown	28	24
Barristan Selmy	Unknown	28	24
Barristan Selmy	Unknown	29	24
Stannis Baratheon	Unknown	30	24
Barristan Selmy	Unknown	30	24
Barristan Selmy	Unknown	31	24
Stannis Baratheon	Unknown	32	24
Stannis Baratheon	Unknown	33	24
Eddison Tollett	Unknown	33	24
Barristan Selmy	Unknown	34	24
Eddison Tollett	Unknown	34	24
Barristan Selmy	Unknown	35	24
Eddison Tollett	Unknown	35	24
Stannis Baratheon	Unknown	36	24
Barristan Selmy	Unknown	36	24
Eddison Tollett	Unknown	37	24
Barristan Selmy	Unknown	38	24
Eddison Tollett	Unknown	38	24
Eddison Tollett	Unknown	39	24
Stannis Baratheon	Unknown	40	24
Barristan Selmy	Unknown	40	24
Eddison Tollett	Unknown	40	24
Stannis Baratheon	Unknown	41	24
Barristan Selmy	Unknown	41	24
Eddison Tollett	Unknown	41	24
Stannis Baratheon	Unknown	42	24
Barristan Selmy	Unknown	42	24
Eddison Tollett	Unknown	42	24
Stannis Baratheon	Unknown	43	24
Eddison Tollett	Unknown	43	24
Stannis Baratheon	Unknown	44	24
Barristan Selmy	Unknown	44	24
Eddison Tollett	Unknown	44	24
Stannis Baratheon	Unknown	45	24
Barristan Selmy	Unknown	45	24
Eddison Tollett	Unknown	45	24
Stannis Baratheon	Unknown	47	24
Eddison Tollett	Unknown	47	24
Eddison Tollett	Unknown	48	24
Stannis Baratheon	Unknown	49	24
Eddison Tollett	Unknown	49	24
Stannis Baratheon	Unknown	50	24
Grenn	Unknown	3	22
Grenn	Unknown	4	22
Grenn	Unknown	7	22
Grenn	Unknown	8	22
Grenn	Unknown	9	22
Grenn	Unknown	10	22
Grenn	Unknown	11	22
Grenn	Unknown	12	22
Podrick Payne	Unknown	12	22
Grenn	Unknown	15	22
Grenn	Unknown	18	22
Podrick Payne	Unknown	18	22
Podrick Payne	Unknown	19	22
Grenn	Unknown	20	22
Podrick Payne	Unknown	20	22
Grenn	Unknown	21	22
Podrick Payne	Unknown	21	22
Missandei	Unknown	21	22
Grenn	Unknown	22	22
Grenn	Unknown	23	22
Podrick Payne	Unknown	23	22
Missandei	Unknown	23	22
Grenn	Unknown	24	22
Missandei	Unknown	24	22
Missandei	Unknown	25	22
Podrick Payne	Unknown	25	22
Missandei	Unknown	27	22
Missandei	Unknown	28	22
Podrick Payne	Unknown	28	22
Missandei	Unknown	29	22
Podrick Payne	Unknown	30	22
